Date,Adj Close,Volume
10/3/2016,18240.49023,3857600
10/10/2016,18138.38086,4031600
10/17/2016,18145.71094,4452400
10/24/2016,18161.18945,4494500
10/31/2016,17888.2793,4755900
11/7/2016,18847.66016,6180700
11/14/2016,18867.92969,5000500
11/21/2016,19152.14063,2896000
11/28/2016,19170.41992,5282600
12/5/2016,19756.84961,16470000
12/12/2016,19843.41016,20613300
12/19/2016,19933.81055,12595800
12/26/2016,19762.59961,7908400
1/2/2017,19963.80078,11668100
1/9/2017,19885.73047,14931400
1/16/2017,19827.25,13586700
1/23/2017,20093.7793,17732500
1/30/2017,20071.46094,18091400
2/6/2017,20269.36914,14793400
2/13/2017,20624.05078,17503200
2/20/2017,20821.75977,12420600
2/27/2017,21005.71094,15629000
3/6/2017,20902.98047,14294200
3/13/2017,20914.61914,16423100
3/20/2017,20596.7207,15210500
3/27/2017,20663.2207,13820400
4/3/2017,20656.09961,12794900
4/10/2017,20453.25,9890800
4/17/2017,20547.75977,14692500
4/24/2017,20940.50977,16548100
5/1/2017,21006.93945,14735700
5/8/2017,20896.60938,14086700
5/15/2017,20804.83984,18357200
5/22/2017,21080.2793,12812200
5/29/2017,21206.28906,12208200
6/5/2017,21271.9707,15542700
6/12/2017,21384.2793,20671400
6/19/2017,21394.75977,15311800
6/26/2017,21349.63086,14555700
7/3/2017,21414.33984,10231900
7/10/2017,21637.74023,12536400
7/17/2017,21580.07031,14257100
7/24/2017,21830.31055,15595700
7/31/2017,22092.81055,15052100
8/7/2017,21858.32031,12939100
8/14/2017,21674.50977,13891200
8/21/2017,21813.66992,12037200
8/28/2017,21987.56055,13219500
9/4/2017,21797.78906,12748100
9/11/2017,22268.33984,17945600
9/18/2017,22349.58984,15174000
9/25/2017,22405.08984,14991200
10/2/2017,22773.66992,12109400
10/9/2017,22871.7207,14973900
10/16/2017,23328.63086,16169200
10/23/2017,23434.18945,21527100
10/30/2017,23539.18945,18465000
11/6/2017,23422.21094,15316600
11/13/2017,23358.24023,22449100
11/20/2017,23557.99023,10323500
11/27/2017,24231.58984,19230800
